order_id,customer_name,category,sub_category,city,order_date,region,sale_price,discount,profit,year,month,original_price,discount_amount
OD1050,Jackson,Snacks,Cookies,Vellore,2015-10-04,East,842,0.11,370.48,2015,10,946.0674157303371,104.06741573033707
OD1051,Peer,Bakery,Breads & Buns,Karur,2018-03-26,East,1838,0.14,257.32,2018,3,2137.2093023255816,299.2093023255816
OD1052,Vidya,Oil & Masala,Spices,Coimbatore,2015-09-20,East,681,0.28,81.72,2015,9,945.8333333333334,264.83333333333337
OD1053,James,Oil & Masala,Edible Oil & Ghee,Karur,2018-11-20,East,1733,0.25,207.96,2018,11,2310.6666666666665,577.6666666666665
OD1054,Yusuf,Oil & Masala,Masalas,Ooty,2018-02-11,East,1678,0.32,755.1,2018,2,2467.6470588235297,789.6470588235297
OD1055,Ridhesh,"Eggs, Meat & Fish",Eggs,Theni,2017-05-03,East,1862,0.16,819.28,2017,5,2216.666666666667,354.66666666666697
OD1056,Willams,Beverages,Health Drinks,Pudukottai,2018-12-10,East,1015,0.22,294.35,2018,12,1301.2820512820513,286.28205128205127
OD1057,Ganesh,Snacks,Cookies,Kanyakumari,2017-09-18,East,650,0.35,253.5,2017,9,1000.0,350.0
OD1058,Ravi,Beverages,Health Drinks,Coimbatore,2018-04-17,East,2120,0.25,742.0,2018,4,2826.6666666666665,706.6666666666665
OD1059,Verma,Beverages,Health Drinks,Dindigul,2018-09-16,East,678,0.31,47.46,2018,9,982.608695652174,304.608695652174
OD1060,Sudha,Bakery,Biscuits,Tirunelveli,2018-12-01,East,1436,0.33,516.96,2018,12,2143.2835820895525,707.2835820895525
OD1061,Willams,Fruits & Veggies,Organic Fruits,Pudukottai,2018-12-10,East,2464,0.35,837.76,2018,12,3790.7692307692305,1326.7692307692305
OD1062,Amrish,Bakery,Cakes,Virudhunagar,2016-07-11,East,1268,0.16,63.4,2016,7,1509.5238095238096,241.52380952380963
OD1063,Shree,Oil & Masala,Masalas,Krishnagiri,2016-12-15,East,601,0.22,246.41,2016,12,770.5128205128204,169.51282051282044
OD1064,Jonas,Fruits & Veggies,Organic Fruits,Ramanadhapuram,2016-07-11,East,1482,0.16,548.34,2016,7,1764.2857142857144,282.28571428571445
OD1065,Sheeba,Oil & Masala,Spices,Trichy,2018-09-14,East,1495,0.18,343.85,2018,9,1823.170731707317,328.1707317073169
OD1066,Surya,Fruits & Veggies,Organic Fruits,Virudhunagar,2018-11-23,East,1939,0.1,135.73,2018,11,2154.4444444444443,215.44444444444434
OD1067,Sundar,Fruits & Veggies,Organic Vegetables,Pudukottai,2017-12-30,East,1948,0.22,642.84,2017,12,2497.4358974358975,549.4358974358975
OD1068,Ram,Fruits & Veggies,Organic Vegetables,Dharmapuri,2017-09-18,East,619,0.31,229.03,2017,9,897.1014492753624,278.10144927536237
OD1069,Malik,Oil & Masala,Masalas,Krishnagiri,2015-10-15,East,525,0.16,157.5,2015,10,625.0,100.0
OD1070,Ganesh,Bakery,Breads & Buns,Ooty,2018-09-14,East,784,0.19,266.56,2018,9,967.9012345679012,183.90123456790116
OD1071,Peer,Food Grains,Organic Staples,Karur,2017-02-14,East,2123,0.15,148.61,2017,2,2497.6470588235293,374.6470588235293
OD1072,Roshan,"Eggs, Meat & Fish",Mutton,Dindigul,2018-11-30,East,1656,0.16,629.28,2018,11,1971.4285714285716,315.42857142857156
OD1073,Willams,Bakery,Cakes,Vellore,2016-07-11,East,967,0.29,251.42,2016,7,1361.9718309859156,394.97183098591563
OD1074,Amy,Beverages,Health Drinks,Salem,2015-10-21,East,1137,0.15,466.17,2015,10,1337.6470588235295,200.6470588235295
OD1075,Sudha,Beverages,Health Drinks,Coimbatore,2016-08-09,East,1596,0.16,526.68,2016,8,1900.0,304.0
OD1076,Sheeba,Oil & Masala,Masalas,Bodi,2018-07-07,East,722,0.31,259.92,2018,7,1046.376811594203,324.376811594203
OD1077,Shree,Food Grains,Dals & Pulses,Theni,2017-07-28,East,1419,0.26,85.14,2017,7,1917.5675675675675,498.5675675675675
OD1078,Anu,Oil & Masala,Masalas,Trichy,2018-05-30,South,900,0.17,405.0,2018,5,1084.3373493975905,184.33734939759051
OD1079,Vinne,Fruits & Veggies,Fresh Vegetables,Karur,2018-12-02,South,2097,0.26,880.74,2018,12,2833.7837837837837,736.7837837837837
OD1080,Shah,Bakery,Biscuits,Perambalur,2015-04-07,South,589,0.25,170.81,2015,4,785.3333333333334,196.33333333333337
OD1081,Adavan,Bakery,Cakes,Chennai,2017-11-05,South,1069,0.2,288.63,2017,11,1336.25,267.25
OD1082,Ridhesh,Beverages,Soft Drinks,Tirunelveli,2018-02-06,South,1216,0.2,231.04,2018,2,1520.0,304.0
OD1083,Yadav,Food Grains,Atta & Flour,Tenkasi,2017-12-05,South,859,0.34,180.39,2017,12,1301.5151515151517,442.51515151515173
OD1084,Ridhesh,Oil & Masala,Edible Oil & Ghee,Tenkasi,2018-05-30,South,2301,0.31,161.07,2018,5,3334.7826086956525,1033.7826086956525
OD1085,Hafiz,Bakery,Biscuits,Karur,2017-10-22,South,805,0.27,193.2,2017,10,1102.7397260273972,297.7397260273972
OD1086,Ganesh,"Eggs, Meat & Fish",Fish,Cumbum,2018-10-13,South,2021,0.23,848.82,2018,10,2624.6753246753246,603.6753246753246
OD1087,Sudeep,Snacks,Cookies,Dindigul,2017-04-08,South,1364,0.22,95.48,2017,4,1748.7179487179487,384.71794871794873
OD1088,Vince,Beverages,Soft Drinks,Namakkal,2017-11-05,South,1032,0.26,206.4,2017,11,1394.5945945945946,362.5945945945946
OD1089,Aditi,"Eggs, Meat & Fish",Fish,Salem,2016-04-16,South,2388,0.35,597.0,2016,4,3673.846153846154,1285.8461538461538
OD1090,Roshan,Bakery,Cakes,Chennai,2017-12-09,South,924,0.35,120.12,2017,12,1421.5384615384614,497.53846153846143
OD1091,Esther,Fruits & Veggies,Fresh Fruits,Karur,2016-04-16,South,615,0.35,221.4,2016,4,946.1538461538461,331.1538461538461
OD1092,Harish,Oil & Masala,Masalas,Chennai,2016-11-21,South,1085,0.14,455.7,2016,11,1261.6279069767443,176.62790697674427
OD1093,Roshan,Oil & Masala,Edible Oil & Ghee,Theni,2015-09-05,South,2151,0.34,795.87,2015,9,3259.0909090909095,1108.0909090909095
OD1094,Sharon,"Eggs, Meat & Fish",Mutton,Dharmapuri,2016-11-30,South,1073,0.33,397.01,2016,11,1601.492537313433,528.4925373134331
OD1095,Jackson,Snacks,Chocolates,Pudukottai,2018-05-01,South,951,0.3,95.1,2018,5,1358.5714285714287,407.57142857142867
OD1096,Ridhesh,Food Grains,Rice,Viluppuram,2018-12-10,South,745,0.15,149.0,2018,12,876.4705882352941,131.47058823529414
OD1097,Amrish,Food Grains,Rice,Coimbatore,2018-12-25,South,1850,0.3,388.5,2018,12,2642.857142857143,792.8571428571431
OD1098,Akash,Beverages,Soft Drinks,Perambalur,2018-11-11,South,1757,0.32,597.38,2018,11,2583.823529411765,826.8235294117649
OD1099,Yusuf,"Eggs, Meat & Fish",Chicken,Ramanadhapuram,2017-05-01,South,2191,0.21,810.67,2017,5,2773.417721518987,582.417721518987
OD1100,Aditi,Oil & Masala,Masalas,Ramanadhapuram,2018-09-29,West,1532,0.28,337.04,2018,9,2127.777777777778,595.7777777777778
OD1101,James,Oil & Masala,Edible Oil & Ghee,Tenkasi,2016-03-13,West,1423,0.16,156.53,2016,3,1694.047619047619,271.04761904761904
OD1102,Arutra,Snacks,Chocolates,Tirunelveli,2018-10-30,West,1673,0.34,602.28,2018,10,2534.848484848485,861.848484848485
OD1103,Surya,Fruits & Veggies,Organic Fruits,Kanyakumari,2018-12-08,West,1108,0.25,409.96,2018,12,1477.3333333333333,369.33333333333326
OD1104,Sudeep,Beverages,Health Drinks,Trichy,2018-09-12,West,1637,0.33,343.77,2018,9,2443.2835820895525,806.2835820895525
OD1105,Vince,Oil & Masala,Masalas,Dharmapuri,2018-10-14,West,2389,0.35,238.9,2018,10,3675.3846153846152,1286.3846153846152
OD1106,Surya,Fruits & Veggies,Organic Vegetables,Viluppuram,2018-09-07,West,566,0.31,249.04,2018,9,820.2898550724639,254.28985507246387
OD1107,Ravi,Snacks,Chocolates,Krishnagiri,2018-11-16,West,1353,0.3,432.96,2018,11,1932.857142857143,579.8571428571429
OD1108,Veena,Beverages,Soft Drinks,Virudhunagar,2015-11-15,West,2410,0.22,241.0,2015,11,3089.74358974359,679.7435897435898
OD1109,Arvind,Fruits & Veggies,Fresh Fruits,Virudhunagar,2015-07-20,West,1008,0.29,372.96,2015,7,1419.718309859155,411.71830985915494
OD1110,Haseena,Beverages,Health Drinks,Ramanadhapuram,2018-04-21,West,1734,0.2,173.4,2018,4,2167.5,433.5
OD1111,Malik,Snacks,Cookies,Tirunelveli,2018-08-12,West,1066,0.3,234.52,2018,8,1522.857142857143,456.8571428571429
OD1112,Ramesh,Snacks,Cookies,Virudhunagar,2018-08-21,West,1197,0.12,418.95,2018,8,1360.2272727272727,163.22727272727275
OD1113,Malik,Bakery,Cakes,Salem,2015-11-24,West,758,0.11,90.96,2015,11,851.685393258427,93.68539325842698
OD1114,Adavan,Food Grains,Atta & Flour,Dindigul,2018-05-27,West,2181,0.12,545.25,2018,5,2478.409090909091,297.409090909091
OD1115,Amrish,"Eggs, Meat & Fish",Eggs,Karur,2018-09-07,West,1702,0.34,238.28,2018,9,2578.787878787879,876.787878787879
OD1116,Vinne,"Eggs, Meat & Fish",Chicken,Madurai,2017-07-04,West,2439,0.3,1097.55,2017,7,3484.2857142857147,1045.2857142857147
OD1117,Krithika,"Eggs, Meat & Fish",Fish,Theni,2017-12-03,West,1226,0.28,294.24,2017,12,1702.7777777777778,476.7777777777778
OD1118,Ram,Fruits & Veggies,Organic Vegetables,Bodi,2018-07-31,West,834,0.11,366.96,2018,7,937.0786516853932,103.0786516853932
OD1119,Peer,Oil & Masala,Spices,Dharmapuri,2017-11-04,West,1137,0.32,238.77,2017,11,1672.058823529412,535.0588235294119
OD1120,Adavan,Fruits & Veggies,Organic Fruits,Kanyakumari,2017-06-17,West,2102,0.1,210.2,2017,6,2335.5555555555557,233.55555555555566
OD1121,Sharon,"Eggs, Meat & Fish",Mutton,Karur,2015-01-31,West,1820,0.23,819.0,2015,1,2363.6363636363635,543.6363636363635
OD1122,Vinne,Bakery,Biscuits,Nagercoil,2017-07-04,West,1088,0.27,108.8,2017,7,1490.4109589041095,402.4109589041095
OD1123,Esther,Oil & Masala,Masalas,Cumbum,2018-09-29,West,1555,0.1,279.9,2018,9,1727.7777777777778,172.77777777777783
OD1124,Ganesh,Snacks,Cookies,Coimbatore,2015-03-07,West,610,0.21,54.9,2015,3,772.1518987341772,162.15189873417717
OD1125,Mathew,Snacks,Chocolates,Madurai,2016-10-02,West,2440,0.12,244.0,2016,10,2772.7272727272725,332.7272727272725
OD1126,Muneer,"Eggs, Meat & Fish",Mutton,Ooty,2018-08-22,West,1167,0.17,198.39,2018,8,1406.0240963855422,239.02409638554218
OD1127,Veena,Food Grains,Atta & Flour,Kanyakumari,2015-11-23,West,1234,0.19,74.04,2015,11,1523.4567901234566,289.4567901234566
OD1128,Suresh,Fruits & Veggies,Fresh Fruits,Kanyakumari,2017-11-03,West,1389,0.28,555.6,2017,11,1929.1666666666667,540.1666666666667
OD1129,Ram,"Eggs, Meat & Fish",Fish,Tirunelveli,2015-10-11,West,1285,0.17,385.5,2015,10,1548.1927710843374,263.19277108433744
OD1130,Suresh,Oil & Masala,Masalas,Namakkal,2017-06-20,West,1239,0.29,322.14,2017,6,1745.0704225352113,506.07042253521126
OD1131,Yadav,Bakery,Breads & Buns,Dindigul,2018-10-30,West,1831,0.16,109.86,2018,10,2179.761904761905,348.76190476190504
OD1132,Arutra,Beverages,Soft Drinks,Karur,2015-12-20,West,1605,0.29,497.55,2015,12,2260.56338028169,655.5633802816901
OD1133,James,Bakery,Cakes,Cumbum,2015-12-20,West,2343,0.31,328.02,2015,12,3395.652173913044,1052.652173913044
OD1134,Peer,Oil & Masala,Spices,Ooty,2017-04-12,West,840,0.21,67.2,2017,4,1063.2911392405063,223.29113924050625
OD1135,Komal,Beverages,Soft Drinks,Coimbatore,2018-04-23,West,2467,0.23,888.12,2018,4,3203.896103896104,736.8961038961038
OD1136,Sabeela,Snacks,Chocolates,Chennai,2017-06-17,West,1004,0.23,100.4,2017,6,1303.8961038961038,299.8961038961038
OD1137,Komal,Fruits & Veggies,Fresh Fruits,Namakkal,2017-05-05,West,617,0.18,252.97,2017,5,752.4390243902438,135.43902439024384
OD1138,Sudeep,Bakery,Cakes,Perambalur,2018-08-21,West,1652,0.21,710.36,2018,8,2091.139240506329,439.13924050632886
OD1139,Veronica,Fruits & Veggies,Fresh Fruits,Coimbatore,2017-10-01,West,732,0.34,175.68,2017,10,1109.0909090909092,377.09090909090924
OD1140,Hussain,Fruits & Veggies,Organic Fruits,Bodi,2018-10-01,West,1231,0.11,110.79,2018,10,1383.1460674157304,152.14606741573039
OD1141,Kumar,"Eggs, Meat & Fish",Mutton,Salem,2017-06-17,West,1586,0.18,317.2,2017,6,1934.1463414634145,348.1463414634145
OD1142,Ram,Oil & Masala,Masalas,Madurai,2015-11-23,West,1425,0.12,384.75,2015,11,1619.3181818181818,194.31818181818176
OD1143,Anu,Snacks,Chocolates,Chennai,2016-01-27,West,1018,0.11,274.86,2016,1,1143.8202247191011,125.82022471910113
OD1144,Muneer,Snacks,Noodles,Trichy,2018-06-16,West,1810,0.35,307.7,2018,6,2784.6153846153843,974.6153846153843
OD1145,James,"Eggs, Meat & Fish",Chicken,Virudhunagar,2018-10-30,West,621,0.33,111.78,2018,10,926.8656716417911,305.8656716417911
OD1146,Aditi,Beverages,Health Drinks,Nagercoil,2018-05-05,West,2300,0.12,805.0,2018,5,2613.6363636363635,313.6363636363635
OD1147,Yusuf,Snacks,Chocolates,Bodi,2015-01-19,West,1064,0.12,457.52,2015,1,1209.090909090909,145.090909090909
OD1148,Sabeela,Fruits & Veggies,Fresh Vegetables,Dindigul,2016-12-17,Central,1298,0.25,64.9,2016,12,1730.6666666666667,432.66666666666674
OD1149,Arutra,Fruits & Veggies,Fresh Vegetables,Bodi,2016-10-15,Central,613,0.14,275.85,2016,10,712.7906976744187,99.79069767441865
OD1150,Sundar,Bakery,Breads & Buns,Viluppuram,2018-10-22,Central,1857,0.31,761.37,2018,10,2691.304347826087,834.304347826087
OD1151,Vidya,Fruits & Veggies,Organic Fruits,Namakkal,2016-12-17,Central,1753,0.13,350.6,2016,12,2014.942528735632,261.9425287356321
OD1152,Sabeela,"Eggs, Meat & Fish",Eggs,Bodi,2016-12-17,Central,2209,0.13,287.17,2016,12,2539.080459770115,330.0804597701149
OD1153,Vinne,"Eggs, Meat & Fish",Eggs,Vellore,2017-12-10,Central,2126,0.24,106.3,2017,12,2797.3684210526317,671.3684210526317
OD1154,Rumaiza,Bakery,Breads & Buns,Theni,2018-09-07,Central,1154,0.24,80.78,2018,9,1518.421052631579,364.42105263157896
OD1155,Peer,Bakery,Cakes,Perambalur,2018-09-01,Central,665,0.26,252.7,2018,9,898.6486486486486,233.64864864864865
OD1156,Peer,Bakery,Cakes,Bodi,2016-12-17,Central,2338,0.31,116.9,2016,12,3388.4057971014495,1050.4057971014495
OD1157,Akash,Snacks,Chocolates,Cumbum,2018-12-11,Central,2253,0.14,292.89,2018,12,2619.767441860465,366.76744186046517
OD1158,Jonas,Fruits & Veggies,Organic Vegetables,Trichy,2018-10-30,Central,1082,0.21,194.76,2018,10,1369.620253164557,287.62025316455697
OD1159,Vinne,Food Grains,Dals & Pulses,Viluppuram,2016-10-15,Central,1192,0.26,298.0,2016,10,1610.8108108108108,418.81081081081084
OD1160,Veena,Beverages,Soft Drinks,Madurai,2017-05-26,Central,1190,0.12,226.1,2017,5,1352.2727272727273,162.27272727272725
OD1161,Veena,Fruits & Veggies,Organic Fruits,Coimbatore,2018-12-11,Central,1405,0.29,266.95,2018,12,1978.8732394366198,573.8732394366198
OD1162,Ramesh,Oil & Masala,Masalas,Madurai,2018-10-30,Central,1603,0.2,721.35,2018,10,2003.75,400.75
OD1163,Arvind,Food Grains,Atta & Flour,Chennai,2016-08-25,Central,1996,0.12,658.68,2016,8,2268.181818181818,272.181818181818
OD1164,Komal,Beverages,Soft Drinks,Coimbatore,2018-12-14,Central,940,0.24,347.8,2018,12,1236.842105263158,296.8421052631579
OD1165,Vidya,Fruits & Veggies,Fresh Fruits,Viluppuram,2016-12-01,Central,1621,0.33,713.24,2016,12,2419.402985074627,798.4029850746269
OD1166,Sharon,Beverages,Health Drinks,Ooty,2016-08-25,Central,2329,0.33,558.96,2016,8,3476.119402985075,1147.1194029850749
OD1167,Jonas,Food Grains,Rice,Madurai,2015-02-18,Central,547,0.12,164.1,2015,2,621.5909090909091,74.59090909090912
OD1168,Vince,"Eggs, Meat & Fish",Fish,Vellore,2018-12-14,Central,1821,0.34,327.78,2018,12,2759.0909090909095,938.0909090909095
OD1169,Harish,"Eggs, Meat & Fish",Eggs,Karur,2016-10-15,Central,1717,0.29,669.63,2016,10,2418.3098591549297,701.3098591549297
OD1170,Komal,Oil & Masala,Masalas,Ooty,2016-11-13,Central,1231,0.23,258.51,2016,11,1598.7012987012986,367.7012987012986
OD1171,Rumaiza,Beverages,Health Drinks,Karur,2015-05-04,East,1055,0.3,94.95,2015,5,1507.1428571428573,452.14285714285734
OD1172,Vidya,Snacks,Cookies,Tirunelveli,2018-05-25,East,2274,0.14,977.82,2018,5,2644.186046511628,370.18604651162786
OD1173,Aditi,Food Grains,Organic Staples,Dindigul,2017-06-04,East,683,0.1,293.69,2017,6,758.8888888888889,75.88888888888891
OD1174,Suresh,Food Grains,Organic Staples,Chennai,2017-03-17,East,1365,0.25,163.8,2017,3,1820.0,455.0
OD1175,Sharon,Oil & Masala,Masalas,Ramanadhapuram,2016-09-25,East,1588,0.29,428.76,2016,9,2236.6197183098593,648.6197183098593
OD1176,Ravi,Bakery,Cakes,Ramanadhapuram,2016-03-05,East,1743,0.25,610.05,2016,3,2324.0,581.0
OD1177,Shah,Beverages,Health Drinks,Dharmapuri,2017-06-04,East,855,0.23,111.15,2017,6,1110.3896103896104,255.38961038961043
OD1178,Esther,Snacks,Noodles,Namakkal,2017-05-14,East,1073,0.24,107.3,2017,5,1411.842105263158,338.8421052631579
OD1179,Arutra,"Eggs, Meat & Fish",Eggs,Trichy,2018-03-16,East,1940,0.35,232.8,2018,3,2984.6153846153843,1044.6153846153843
OD1180,Muneer,Oil & Masala,Edible Oil & Ghee,Ooty,2016-12-06,East,1238,0.31,321.88,2016,12,1794.2028985507247,556.2028985507247
OD1181,Harish,Fruits & Veggies,Fresh Fruits,Dharmapuri,2017-01-15,East,2338,0.32,537.74,2017,1,3438.2352941176473,1100.2352941176473
OD1182,Arvind,"Eggs, Meat & Fish",Fish,Madurai,2018-10-12,East,1919,0.12,594.89,2018,10,2180.681818181818,261.681818181818
OD1183,Krithika,Fruits & Veggies,Organic Fruits,Perambalur,2016-09-07,East,2008,0.25,301.2,2016,9,2677.3333333333335,669.3333333333335
OD1184,Kumar,Beverages,Health Drinks,Tirunelveli,2018-06-30,East,1434,0.27,616.62,2018,6,1964.3835616438357,530.3835616438357
OD1185,Roshan,Oil & Masala,Spices,Chennai,2016-07-31,East,1139,0.25,296.14,2016,7,1518.6666666666667,379.66666666666674
OD1186,Vidya,"Eggs, Meat & Fish",Eggs,Ooty,2015-09-14,East,1378,0.34,96.46,2015,9,2087.878787878788,709.878787878788
OD1187,Muneer,"Eggs, Meat & Fish",Fish,Perambalur,2015-11-05,South,2131,0.19,277.03,2015,11,2630.864197530864,499.8641975308642
OD1188,Roshan,Bakery,Cakes,Trichy,2018-07-06,South,1941,0.34,718.17,2018,7,2940.9090909090914,999.9090909090914
OD1189,Shree,Bakery,Biscuits,Salem,2017-10-28,South,1879,0.24,93.95,2017,10,2472.3684210526317,593.3684210526317
OD1190,Adavan,Bakery,Cakes,Bodi,2017-10-28,South,1770,0.21,88.5,2017,10,2240.506329113924,470.50632911392404
OD1191,Ganesh,Snacks,Noodles,Chennai,2017-10-28,South,613,0.26,49.04,2017,10,828.3783783783784,215.37837837837844
OD1192,James,Oil & Masala,Spices,Bodi,2018-10-20,South,1024,0.18,81.92,2018,10,1248.780487804878,224.78048780487802
OD1193,Arutra,Oil & Masala,Edible Oil & Ghee,Coimbatore,2015-07-28,South,1894,0.24,473.5,2015,7,2492.1052631578946,598.1052631578946
OD1194,Veronica,Fruits & Veggies,Fresh Vegetables,Cumbum,2015-03-31,South,723,0.1,65.07,2015,3,803.3333333333333,80.33333333333326
OD1195,Haseena,Beverages,Health Drinks,Bodi,2016-08-13,West,1033,0.15,351.22,2016,8,1215.2941176470588,182.29411764705878
OD1196,Sudeep,Oil & Masala,Masalas,Theni,2017-09-04,West,2264,0.28,226.4,2017,9,3144.4444444444443,880.4444444444443
OD1197,Jonas,Oil & Masala,Spices,Ramanadhapuram,2015-09-13,West,1574,0.13,94.44,2015,9,1809.1954022988507,235.1954022988507
OD1198,Surya,Snacks,Chocolates,Cumbum,2017-10-22,West,2292,0.21,252.12,2017,10,2901.26582278481,609.2658227848101
OD1199,Peer,Food Grains,Atta & Flour,Karur,2018-09-11,West,560,0.24,50.4,2018,9,736.8421052631579,176.84210526315792
OD1200,Kumar,Fruits & Veggies,Fresh Vegetables,Theni,2018-09-24,West,1229,0.32,405.57,2018,9,1807.3529411764707,578.3529411764707
OD1201,Hafiz,Food Grains,Atta & Flour,Tirunelveli,2016-10-31,West,2409,0.18,505.89,2016,10,2937.80487804878,528.8048780487802
OD1202,Sharon,Fruits & Veggies,Fresh Fruits,Virudhunagar,2016-08-08,West,2338,0.32,116.9,2016,8,3438.2352941176473,1100.2352941176473
OD1203,Anu,Snacks,Chocolates,Tirunelveli,2017-09-08,West,505,0.14,45.45,2017,9,587.2093023255813,82.20930232558135
OD1204,Willams,"Eggs, Meat & Fish",Fish,Madurai,2018-09-11,West,775,0.1,341.0,2018,9,861.1111111111111,86.11111111111109
OD1205,Sharon,"Eggs, Meat & Fish",Chicken,Ramanadhapuram,2018-11-24,West,1888,0.15,415.36,2018,11,2221.176470588235,333.17647058823513
OD1206,Vidya,Oil & Masala,Spices,Trichy,2018-11-24,West,1170,0.27,362.7,2018,11,1602.7397260273974,432.7397260273974
OD1207,Mathew,Snacks,Cookies,Salem,2017-04-14,West,858,0.31,77.22,2017,4,1243.4782608695652,385.47826086956525
OD1208,Malik,"Eggs, Meat & Fish",Mutton,Salem,2016-10-31,West,1335,0.19,307.05,2016,10,1648.148148148148,313.14814814814804
OD1209,Yusuf,Bakery,Biscuits,Salem,2017-12-11,West,1088,0.2,446.08,2017,12,1360.0,272.0
OD1210,Ramesh,Beverages,Health Drinks,Ooty,2017-03-22,West,2129,0.13,830.31,2017,3,2447.1264367816093,318.1264367816093
OD1211,Suresh,Food Grains,Atta & Flour,Krishnagiri,2017-12-11,West,1120,0.13,56.0,2017,12,1287.3563218390805,167.35632183908046
OD1212,Willams,Food Grains,Rice,Nagercoil,2015-02-11,Central,1209,0.14,60.45,2015,2,1405.8139534883721,196.81395348837214
OD1213,Veena,Oil & Masala,Spices,Ooty,2017-11-18,Central,2146,0.27,386.28,2017,11,2939.72602739726,793.7260273972602
OD1214,Verma,Beverages,Health Drinks,Viluppuram,2018-01-16,Central,1717,0.28,412.08,2018,1,2384.722222222222,667.7222222222222
OD1215,Anu,"Eggs, Meat & Fish",Mutton,Kanyakumari,2018-01-29,Central,2290,0.17,938.9,2018,1,2759.0361445783133,469.03614457831327
OD1216,Harish,"Eggs, Meat & Fish",Fish,Tenkasi,2015-02-11,Central,2333,0.22,839.88,2015,2,2991.025641025641,658.0256410256411
OD1217,Surya,Snacks,Chocolates,Kanyakumari,2015-09-07,Central,2374,0.21,997.08,2015,9,3005.0632911392404,631.0632911392404
OD1218,Mathew,"Eggs, Meat & Fish",Fish,Krishnagiri,2015-09-07,Central,601,0.25,30.05,2015,9,801.3333333333334,200.33333333333337
OD1219,Shree,"Eggs, Meat & Fish",Mutton,Madurai,2017-10-20,Central,1224,0.27,550.8,2017,10,1676.7123287671234,452.7123287671234
OD1220,Amrish,Beverages,Health Drinks,Trichy,2016-05-26,Central,764,0.1,114.6,2016,5,848.8888888888889,84.88888888888891
OD1221,Ridhesh,Snacks,Chocolates,Perambalur,2015-08-20,Central,2059,0.15,102.95,2015,8,2422.3529411764707,363.3529411764707
OD1222,Surya,Food Grains,Organic Staples,Pudukottai,2015-05-21,Central,2016,0.29,645.12,2015,5,2839.43661971831,823.4366197183099
OD1223,Yusuf,Snacks,Chocolates,Ooty,2017-06-25,Central,1147,0.27,504.68,2017,6,1571.2328767123288,424.2328767123288
OD1224,Roshan,Oil & Masala,Edible Oil & Ghee,Vellore,2017-12-01,Central,1973,0.3,848.39,2017,12,2818.571428571429,845.5714285714289
OD1225,Verma,Beverages,Health Drinks,Karur,2015-04-20,Central,2131,0.19,362.27,2015,4,2630.864197530864,499.8641975308642
OD1226,Arvind,Snacks,Chocolates,Krishnagiri,2015-10-03,Central,2187,0.22,131.22,2015,10,2803.846153846154,616.8461538461538
OD1227,Yadav,"Eggs, Meat & Fish",Mutton,Coimbatore,2018-10-09,Central,842,0.29,303.12,2018,10,1185.9154929577464,343.91549295774644
OD1228,Ganesh,Beverages,Soft Drinks,Perambalur,2016-09-13,Central,1008,0.12,403.2,2016,9,1145.4545454545455,137.4545454545455
OD1229,Arutra,"Eggs, Meat & Fish",Mutton,Namakkal,2017-12-01,Central,2194,0.29,153.58,2017,12,3090.1408450704225,896.1408450704225
OD1230,Sheeba,Oil & Masala,Edible Oil & Ghee,Vellore,2016-05-26,Central,2061,0.35,886.23,2016,5,3170.7692307692305,1109.7692307692305
OD1231,Esther,Oil & Masala,Masalas,Dharmapuri,2018-01-02,Central,1846,0.33,406.12,2018,1,2755.223880597015,909.2238805970151
OD1232,Jackson,Beverages,Soft Drinks,Chennai,2015-04-20,Central,1030,0.29,257.5,2015,4,1450.7042253521126,420.70422535211264
OD1233,Esther,Snacks,Noodles,Ooty,2017-09-10,Central,781,0.1,62.48,2017,9,867.7777777777777,86.77777777777771
OD1234,Sharon,Fruits & Veggies,Organic Vegetables,Nagercoil,2016-05-24,Central,751,0.15,127.67,2016,5,883.5294117647059,132.52941176470586
OD1235,Ganesh,Bakery,Cakes,Dindigul,2016-07-12,Central,1753,0.35,385.66,2016,7,2696.9230769230767,943.9230769230767
OD1236,Amrish,Fruits & Veggies,Fresh Fruits,Cumbum,2018-05-30,Central,1336,0.26,440.88,2018,5,1805.4054054054054,469.4054054054054
OD1237,Harish,Food Grains,Dals & Pulses,Trichy,2016-01-03,Central,1951,0.32,370.69,2016,1,2869.117647058824,918.1176470588239
OD1238,Esther,Snacks,Cookies,Pudukottai,2015-06-07,Central,1857,0.27,501.39,2015,6,2543.8356164383563,686.8356164383563
OD1239,Akash,"Eggs, Meat & Fish",Eggs,Tirunelveli,2018-09-08,Central,1211,0.35,72.66,2018,9,1863.076923076923,652.0769230769231
OD1240,James,Bakery,Biscuits,Tirunelveli,2016-07-12,Central,1840,0.26,257.6,2016,7,2486.4864864864867,646.4864864864867
OD1241,Sundar,"Eggs, Meat & Fish",Fish,Namakkal,2016-03-05,Central,1401,0.32,280.2,2016,3,2060.294117647059,659.294117647059
OD1242,Haseena,Bakery,Cakes,Karur,2017-04-28,Central,1238,0.14,544.72,2017,4,1439.5348837209303,201.53488372093034
OD1243,Vidya,Oil & Masala,Edible Oil & Ghee,Ramanadhapuram,2018-11-19,Central,725,0.29,181.25,2018,11,1021.1267605633803,296.12676056338034
OD1244,Vidya,Food Grains,Dals & Pulses,Tenkasi,2017-06-25,Central,789,0.25,181.47,2017,6,1052.0,263.0
